Word,Riddle,Class
fork,"You can find me almost anywhere, from mansions to apartments. I can be made of almost anything, from silver to plastic. Although you can live without me, kings and servants alike use me, although hot dogs and celery.do not require the use of me. Depending on where you live .you may not ever see me, but depending on the time of day, in your hand I may be. I could be used as a weapon.in a dire emergency, but generally my many points .are only used to feed. Now it should be apparent. Can you finally see? For if you paid attention.you are certain to succeed. Who am I? Will you tell me?",who am i
history,"You will always find me in the past.  I can be created in the present, But the future can never taint me.  What am I?",what am i
thanksgiving,Turkey day. What am I?,what am i
tree,"First time, 'twas the season,  Second reason, 'twas the weather,  Third excuse, I had to leave,   For 'twas the end of time!  What am I?",what am i
music,"I live in the hills.I weave through the night.I break into halls, chambers, and rooms.Yet no one ever puts up a fight. Everyone knows me.Everyone loves parts of me, most dislike parts of me as well.I rest occasionally in conversations but most of the time I dominate the room in which I dwell. What am I?",what am i
penny coin,"i have a tail, but no body, arms, or legs. I am not a snake, what am I?",what am i
Australia,I'm a country but I'm not Russia. I'm in the southern hemisphere but I'm not Argentina. I'm popular with surfers but I'm not South Africa. I'm surrounded by water but I'm not Madagascar. I'm sometimes called Oz but I dont have anything to do with wizards. What am I?,what am i
Money!,"People make me, save me, change me, raise me. What am I?",what am i
shoes,"You step on me usually every day, Most girls have more than guys, You take them off when you plan to stay, They come in different colors to please the eye. What am I?",what am i
bricks,"Usually red in color, small in size.I am often seen by city eyes. I make up structures very tall.I could make up offices and a wall. I am usually made of clay.Laid in mortar pale and gray. What am I?",what am i
word,"I'm on the tip of your tongue. I can't be tasted nor chewed. I may be noisy, I may be rude.And yet I still may be shrewd. What am I?",what am i
touchdown,Score in end zones. What am I?,what am i
clock radio,"I play music .That's what you want me to be. But when I do my job, You just slap me!  What am I?",what am i
black eyed pea,My skin is brown and my one eyes black   I am round but I am not fat What am I?,what am i
im in your imgination,I'm 51 feet tall. I can blow marshmellows out of my mouth. I can fly. Who am I?,who am i
diamonds,"A girl's best friend, Shining and sparkling to the end. Worn on rings, Among other things. What am I talking about?",what am i
snail,I'm found in the sea and on land but I can't walk or swim. I travel by foot but I'm toeless. No matter where I go I'm never far from home. What am I?,what am i
Gone.,I was here and now I’m not. What am I?,what am i
your reflection,"I appear to be real but I'm not, I'm perfectly accurate but deceiving, I have no feelings or emotions, but the individual I'm mimicking does.    What am I?",what am i
flake,"In a morning bowl, it's me you drown.In a certain season coming down.I may silently fall from your crown.Which may evoke an observer's frown. What am I?",what am i
duck,You do this to protect yourself  It doesnt have many colors on it   the noise it makes is as big as its bite!  what is it?,what is it
Age.,"I am something people love or hate. I change people's appearances and thoughts. If a person takes care of them self I will go up even higher. To some people, I will fool them. To others, I am a mystery. Some people might want to try and hide me but I will show. No matter how hard people try I will Never go down. What am I?",what am i
tissue,"Sad, sick, or sloppy I'll help you out,Use me right and I'll cover your snout.What am I?",what am i
mist,"A hill full,  A hole full,  Yet you cannot catch a bowl full.   What is it?",what is it
mind,"It is everything to someone, and nothing to everyone else. What is it?",what is it
crayons,"I'm colourful,  You can have thick strips of me,  And people often lose some of me.   What am I?",what am i
leg,"I do not breathe, but I run and jump.    I do not eat, but I swim and stretch.    I do not drink, but I sleep and stand.    I do not think, but I grow and play.    I do not see, but you see me every day.   What am I?",what am i
paint,"I am a thing that you can be creative with, creating whatever you like, I can be in a masterpiece, but never get any fame. What am I?",what am i
mailbox,I stand in the corner of a building and I never move but my children travel everywhere. What am I?,what am i
hello,"Riddle me this. I am humble in my greetings, but forget my whole and you are sure to find hell. What am I?",what am i
onomatopoeia,"What am I?  My first is in sound, but not in thunder. My second is in noise, but not in poise. My third is in outrage, but not in grater. My fourth is in whimper, but not in whisper. My fifth is in squash, but not in squelches. My sixth is in mutter, but not in murmur. My seventh is in gosh, but not in gasp. My eighth is in yelp, but not in yell. My ninth is in hoarse, but not in harsh. My tenth is in eerie, but not in fairy. My eleventh is in bliss, but not in bless. My last is in splat, but not spilt.",what am i
focus,"Those who are great I have made great,Those who are failures I have made failures.I am not a machine, but I work with all of the precision of a machine,Plus the intelligence of a person. What am I?",what am i
tomorrow,"What is it that no man ever saw, which never was, but always will be?",what is it
clock,"I do not speak, but I still tell you something .My first is second in scare, My second is first in lock, My third is three after the last one .My fourth is third in dock. My fifth is eleventh in this riddle. What am I?",what am i
clock,"I have a face but no eyes, and hands but no arms. What am I?",what am i
past,"I am a stain in your memories, many times you question me. What am I?",what am i
street,"I go around all the places, cities, towns and villages, but never come inside. What am I?",what am i
dad,I am the son of your grandmother and grandfather but not your uncle.  Who am I?,who am i
