Word,PQConcepts,GoldRiddle,mFLAG,GenRiddle
glove,"['a glove', 'fit a hand', 'gant', 'protecting the hand']","Four fingers and a thumb, Yet flesh and blood, I have none.   What am I?"," I am an accessory for your hand, A covering made to fit and stand, in French, they call me ""gant"", but without me, your hand will pant. I come in leather, fabric or knit, My purpose is to protect and submit, What am I? A necessary love, A hand's best friend, I am a ___.","

I am an accessory for your hand,
A covering made to fit and stand,
In French, they call me ""gant"",
But without me, your hand will pant.
I come in leather, fabric or knit,
My purpose is to protect and submit,
What am I? A necessary love,
A hand's best friend, I am a ___."
bell,['chime'],"You hear it speak, for it has a hard tongue.  But it cannot breathe, for it has not a lung.    What is it?"," I'm an instrument without strings, yet I make a sound that lingers and rings. I'm made of metal and often shine, when struck gently by my clapper of chime. In churches and schools, I signal the time, my melody sweet, my rhythm like a bell.","

I'm an instrument without strings, yet I make a sound that lingers and rings.
I'm made of metal and often shine, when struck gently by my clapper of chime.
In churches and schools, I signal the time, my melody sweet, my rhythm sublime.
What am I, you may ask? Why, I'm simply a spell, a beloved old friend, the one and only bell."
rainstorm,"['rain', 'storm']","I heard of an invading, vanquishing army sweeping across the land, liquid-quick; conquering everything, quelling resistance. With it came darkness, dimming the light. Humans hid in their houses, while outside spears pierced, shattering stone walls. Uncountable soldiers smashed into the ground, but each elicited life as he died; when the army had vanished, advancing northward, the land was green and growing, refreshed. What is it?"," I pour down from the sky, But not as a gentle cry. A turbulent force I am born, A powerful union of two storms joined. Drenching the land with my wet embrace, I am a force to respect and never to chase. What am I in this game of weather? A wild and fierce ________, bound together.","

I pour down from the sky,
But not as a gentle cry.
A turbulent force I am born,
A powerful union of two storms sworn.
Drenching the land with my wet embrace,
I am a force to respect and never to chase.
Even when I am gone, I leave my mark,
A reminder of nature's power and spark.
What am I in this game of weather?
A wild and fierce ________, bound together."
pig,"['animal', 'bacon', 'Roger Bacon', 'a refridgerator']",I am pink I have a curly and I am fat what am I?," I am an animal known for my snout, In the fridge, my bacon is what you'll like. A scientist named Roger shares my name, but in the cold, I am not the same. What am I? A pig, that's my fame.","

I am an animal known for my snout,
In the fridge, my bacon is what you'll scout.
A scientist named Roger shares my name,
But in the cold, I am not the same.
What am I? A pig, that's my fame."
imagination,['representational process'],"If you look you cannot see me. If you see me you cannot see anything else. I can make anything you want happen, but later everything goes back to normal. What am I?","I am a powerful force, yet intangible it seems A canvas for your thoughts, your wildest dreams I am a representational process, your mind's creation With me, you can go beyond any limitation I bring tales to life, and paint worlds with color Without me, reality would surely be duller What am I, you ask, with such creative stimulation? Why, I am imagination, a boundless manifestation. ","

I am a powerful force, yet intangible it seems
A canvas for your thoughts, your wildest dreams
I am a representational process, your mind's creation
With me, you can go beyond any limitation
I bring tales to life, and paint worlds with color
Without me, reality would surely be duller
What am I, you ask, with such creative stimulation?
Why, I am imagination, a boundless manifestation. "
fish,"['a fish', 'a lake', 'a river', 'an animal', 'an aquarium', 'animal', 'creature', 'a forest', 'a living thing', 'being']","This is what some people do,For a compliment or two,Anglers do it on a bank,Others keep theirs in a tank.What am I?"," I am a creature of the water, But not quite like a seal or an otter, Found in a lake or a flowing river, Some say I make a great liver.  With scales shining iridescent, My movements are oh so efficient, though swimming is not my only wish, I am also like a tasty dish.","

I am a creature of the water,
But not quite like a seal or an otter,
Found in a lake or a flowing river,
Some say I make a great liver.

With scales shining iridescent,
My movements are oh so efficient,
Though swimming is not my only wish,
I am also known as a tasty dish.

My gills help me to breathe,
In the lake or river, I'll never leave,
For I am a creature of the sea,
A slippery, scaly fish, can't you see?"
truth,['accuracy'],I'm simple for a few people. But hard for them to hear. I live inside of secrets. I bring people's worst fears. What am I?," I am elusive, yet always present My existence can never be bent I seek out facts with fierce tenacity Without me, there's no true veracity  I am the key to honest perception No one can escape my inspection In my hands, lies have no worth For I am a living embodiment of accuracy and the essence of truth.","

I am elusive, yet always present
My existence can never be bent
I seek out facts with fierce tenacity
Without me, there's no true veracity

I am the key to honest perception
No one can escape my inspection
In my hands, lies have no worth
For I am the embodiment of accuracy and the essence of truth"
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']",I have fangs and enjoy piercing holes with a single bite. What am I?," I sit on top of a desk or lie in a drawer, I help keep things together hard to find, You can find me on your desktop, I'm no stranger, but you'll never catch me stapling papers on the floor.","

I sit on top of a desk or lie in a drawer,
I help keep things together like a binder,
You can find me on your desktop, I'm no stranger,
But you'll never catch me stapling papers on the floor."
piston,"['Walter Piston', 'an engine']","I have two rings. I move by request. If the mixture is not right, I just sit at rest. What am I?"," I am named for walter pitton, yet I'm not a musical listen. I help to move an engine's parts, without me, it won't even start.","

I am named for Walter Piston,
Yet I'm not a musical listen.
I help to move an engine's parts,
Without me, it won't even start."
balance,['Balance'],"A natural state, I'm sought by all.  Go without me, and you shall fall.  In times past you'd me when you spend, and use me when you eat to no end.   What am I?"," I keep things in check, steady as can be Equal on both sides, that's the key Without me, things would surely tip But I'm the one that keeps the grip What am I? The word's not far I'm simply known as... balance, just like a seesaw!","

I keep things in check, steady as can be
Equal on both sides, that's the key
Without me, things would surely tip
But I'm the one that keeps the grip
What am I? The word's not far
I'm simply known as... balance, just like a seesaw!"
spider,"['a web', 'arachnid']",I create my lair with earthen string and dispatch my prey with a biting sting. What am I?,"  Some see me as a pest, Others as a friend, but one thing's for certain, My web will never end.  I am a spider, The ruler of the sky.","

I am often feared by many,
But I am just a tiny creature,
My home is a masterpiece,
A maze of threads and features.

I am an arachnid,
With eight legs to roam,
But I remain still,
In my intricate dome.

Some see me as a pest,
Others as a friend,
But one thing's for certain,
My web will never end.

What am I, you ponder?
A creature so sly?
I am a spider,
The ruler of the sky."
