Words,DFSConcepts,GoldRiddle,GenRiddle
cross,"['symbol', 'a symbol', 'jesus', 'a Jew', 'religious']","On Calvary. There were three, not six. Its also known. As a crucifix. What am I?","

I am a symbol, loved by some and feared by many,
To some, I represent Jesus, to others I am a Jew's busy.
With four equal arms and a holy meaning,
What am I, so cryptic and yet so revealing?"
turkey,"['a country', 'a food']","My last half is something that can allow you entrance into a secured area, & I am also a nation.  Some people find me mouth watering.  What am I?","

I am a bird, white and blue
My name is shared by a country and food too
I have feathers and wings, but I cannot fly
In Thanksgiving, I'm roasted until I'm dry
What am I?"
gold,['metal'],Some people bite into it. But it is not a carrot. It is a precious metal. Thats pure 24 karat. What is it?,"

I am a shiny treasure, worth more than some.
Made of a precious metal, I'm worth a pretty sum.
Some covet me for my value, others for my shine.
But beware, in some forms, I can be quite fine.
What am I?"
hospital,['a hospital'],A sign for this special building. Might only show its first letter. It is where you will get taken. When injured so you get better. What is it?,"

I am a home for the sick,
With doctors and nurses so quick.
I have beds and machines,
And halls that are clean.
What am I? A place for all!
A place to heal, a place to call...
A hospital, of course!
Where health is our only source."
vacuum,"['space', 'a closet', 'you vacuum']",I suck. What am I?,"

I am the void that consumes all in sight,
In space and closets, I am a delight,
From crumbs on the floor to dirt on the rugs,
You'll find me handy when you need to clean up. 
What am I?"
bread,"['food', 'breadbox', 'a breadbox', 'loaf']","I rise like the sun on a hot summer day. I come in many different kinds, For I am yours to devour. I'm to most people's likes, To others I'm not. What am I?","
I am a staple of the kitchen, often found in a box
In slices or a whole loaf, I'll fulfill your hunger pangs and shocks
Used for sandwiches, toast, or toasties of diverse kind
I am simple but versatile, a food that's often on your mind
Keep me fresh in a breadbox, with a lid to seal the air
If you guess me right, it's time to grab a plate and chair
What am I, this delicious delight?
Just a simple word, but brings so much delight."
tree,[],"My bark is worse than my bite, Though I have no mouth. Graceful shadows play on the ground.Near my feet every evening. Thick, gnarled arms have I, Twisting up and about. I am garbed in jade, And placed next to a cerulean sky. Wind tosses my hands about, And howls through me at night. My heart is softer and smoother.Than my exterior. My influence is far spread, And sometimes devastating. So, what am I?","

I'm tall and slender, with leaves on my head
My bark is rough, but my wood is sought and bled
I provide shelter and shade, for creatures big and small
From acorns to pinecones, my gifts are for all."
swan,['a bird'],"My dress is tranquil when I tread the earth,  or dwell at home, or drift on the water.   Sometimes my wings and this wide sky  lift me over the dwellings of men,  and then strong clouds carry me  over the people.  My ornaments  echo loudly and melodiously,  Illustriously sing when I am not near  the earth and stream, a sailing spirit.   What am I?","
A graceful flyer, with a long slender neck
Feathers pure white, on a pond they'll peck
Among the reeds, they glide with ease
This elegant creature, is a symbol of peace"
doorbell,['the front door'],"I never ask questions, but I am always answered. What am I?","

I am the key to your house's front door,
Ring me before you enter, I'm not a chore.
I'll let your guests know you're waiting inside,
But if you push too hard, I may just hide.
What am I?"
comb,"['part your hair', 'a pocket', 'hair', ""someone's head"", 'warmth']","Metal or bone I may be, many teeth I have and always bared, yet my bite harms no one and ladies delight in my touch. What am I?","

I'm used to part your hair with grace,
But also found in a pocket's space.
I bring order to your hair,
But can also be found on someone's head bare. 
What am I?"
snake,"['the Bible', 'a garden', 'a feild']",I hiss. I can be poisonous. I am long. I have a forked tongue.   What am I?,"

In the Bible, it's a sly foe
In the garden, it's a pest you'll know
Through the field, it's known to slither
What is it that's often called a blither?"
fear,"['an emotion', 'emotion', 'afraid', 'numb', 'desensitize', 'benumbed']",I make you're hands sweat and your heart cold.           What am i??????,"

I am an emotion,
That leaves you feeling numb,
Sometimes you'll be afraid,
But ultimately I'll overcome."
photograph,"['picture', 'photo', 'a photo', 'image']",What is it that someone else has to take before you can get it?,"

What's an art that captures light,
A frozen moment, oh so bright,
A snapshot of life, near or far,
Preserved forever, just like a star,
With just one click, you can make it graph,
Do you know the answer? It's a photograph."
tuesday,['Tuesday'],"I am a bit bad but before me was the worst, and I already know that after me will be better, However im not singular but infact 24. Who am I?","

""I am named after a day, in the middle of the week I lay.
Monday comes before me, and Wednesday follows in glee.
Some say I'm just plain, others see me as a lucky train.
What am I, this day so plain? Oh, it's simple, I am ________."" "
hurricane,['a storm'],I have an eye but cannot see. I’m faster than any man alive and have no limbs. What am I?,"

I roar with winds and pour with rain,
Leaving nothing in my path but pain.
I am a force of nature, it's plain to see,
Can you guess what I am? It's easy.
A storm I am, wild and untamed,
Named after a man, but never shamed. 
What am I? A hurricane, that's right,
Batten down the hatches, it's time to take flight."
race,"['competition', 'running', 'legs', 'the table', 'contest']","Sports they say, but gamble they play. Humans, horses, cars or hounds.contend in me for rounds and rounds. A two, a three or many can play in me, but alone I just don't know how it can be. I can be oval, linear or any shape, but once you join, do not escape. Once you do, a greeting is for you, nothing else but an angry boo. Now, what am I?","

Here's the riddle: 

""I am a competition that involves running,
My legs are strong and keep me cunning,
On the table, I'm often placed,
My goal is to finish in first place,
What am I, can you tell?
A four-letter word, a racing spell."""
treadmill,[],Every time you try to move ahead.I'm bent on pulling you back instead. Is this struggle for mobility.An exercise in futility?  Either level or somewhat inclined.With progress feedback I am designed. Whether you choose to walk or to run.You always end up where you've begun. What am I?,"

It always runs without feet,
But never goes out on the street.
It's a machine you can't ride,
But with it, you'll get fit with pride.
What am I?"
hills,[],Im big as a whale and I roll like the sea.  My cousin is even bigger than me.  What am I?,"

I go up, I go down,
I may look like a crown,
But I'm not made of gold,
Rather, I'm natural and old.
Explore me with thrill,
For I am known as the... (hills)."
pencil,"['write something on paper', 'a pencil-case']",I usually wear a yellow coat. I usually have a dark head. I make marks wherever I go. What am I?,"

I help you write on paper with ease,
But I need a case to keep me at ease,
Without me, your words would be a jumbled mess,
Now tell me, what am I, you must confess?"
prank,[],"You can play me and pull me,I love the naive.I'm enjoyable to give,but bad to receive.What am I?","

I'm a playful joke, sometimes crude.
But when done right, I'll leave you amused.
I'm not serious, just a little bit silly.
Can you guess me? I'm a tricky _____."
A Mountain.,[],"What has roots that nobody sees, and is taller than trees. Up, up it goes, and yet it never grows. What is it?","

I am tall and proud, with no peak too steep.
My slopes are rocky, my valleys deep.
I stand in silence, a towering height.
You'll never reach my summit, try as you might.
What am I?"
