Word,PQConcepts,GenRiddle,mFlag,GoldRiddle
straight razor,[],"

I am a blade so sharp and true,
With a handle made of wood or pew,
In skilled hands, I am a master's tool
But to the untrained, I can be quite cruel.

I'll smoothly slice through hair with ease,
But beware, mishandle me and you'll bleed.
Staying neat and trimmed, I am your aid,
Unruly lengths, I easily persuade. 

Some call me old-fashioned, but what do they know?
In modern times, I still steal the show.
I am slender and sleek, always ready for use,
But beware, one wrong move and you'll get a bru","Staying neat and trimmed, I am your aid,Unruly lengths, I easily cut through hair.","My first is not bent around. My second means ""lift her up"" or ""cut her to the ground.""What am I?"
egg,"['a egg', 'a grocery store', 'a nest', 'baby', 'a very young child', 'child', 'a school', 'anger his mother', 'become an adult']","

I am found in a nest, but also in a store,
A round and white object, what's more;
I can be hatched, or bought for a fee,
A delicate treat for a baby, you see."," am found in a nest, but also in a store,A round and white object, what's more;I can be hatched, or bought for a fee,A delicate treat for a baby, you see.","I have no bones and no legs, but if you keep me warm, I will soon walk away. What am I?"
coconut,['food'],"

I am brown and hard on the outside,
But inside I'm soft and white.
Some people use me as a cup,
Others eat me for a tasty bite.

I grow on a tree in the sun,
With clusters of me hanging down.
I'm a tropical fruit that's quite fun,
But do you know what I am, renowned?

You can crack me open to get my meat,
Or shave me for a sweet cooking treat.
I can be used in desserts and curries,
And to make drinks that are quite thirst-quenching.

I am a staple in many lands,
A delicious and versatile food in demand.
So","I'm a tropical fruit that's quite tasty, but do you know what I am, renowned?You can crack me open to get my meat,And to make drinks that are quite thirst-quenching.I am a staple in many lands,A delicious and versatile food in demand.Some people use me as a cup,Others chew me up for a tasty bite.","I am rounded but wide, furry and yet shy, you favour my insides to the outi am bountiful without any doubt.  What am i?"
apple,"['a core', 'a grocery store', 'adam', 'Adam']","

I am a fruit with a core,
Found in every grocery store.
In the Garden of Eden, I caused a big ruckus,
Bearing the name similar to the first man, Adam, not to confuse us.
What am I?"," am a fruit with a core, found in every grocery store.In the Garden of Eden, I stirred up a hornet's nest,Bearing the name similar to the first man, Adam, not to confuse us.","I'm tempting, so it's said, I have a shiny coat of red, And my flesh is white beneath. I smell so sweet, Taste good to eat, And help to guard your teeth. What am I?"
smoke,"['air', 'a gas', 'atmosphere', 'an atmosphere']","

I am a hazy creature, moving through the ______
An invisible force allows me to rise and flow with ease
Some say I am a sign of danger, while others find me calming
Invisible to the eye, but ever present in the ________ we breathe"," am a hazy creature, moving through the ______An invisible force allows me to rise and flow with easeSome say I am a red flag, while others find me calmingInvisible to the eye, but ever present in the ________ we breathe","I am wingless but airborne, and when i meet your gaze tears will fall from your eyes what am i?"
mosquito,"['fly', 'insect', 'komarac']","

I am small but mighty, an insect I may be
I buzz and hover, with wings that are speedy
In Croatian, they call me ""komarac""
But most know me as a pesky little attack
I bore into skin and leave behind a bite
Leaving some itching and cursing all night
What am I, you may ask, flying high and low?
I am the blood-sucking pest, known as a ___________."," am small but mighty, a fly on the wall I may beI buzz and hover, with wings that are speedyIn Croatian, they call me ""komarac""But most know me as a pesky little attackI bore into skin and leave behind a biteLeaving some itching and cursing all nightWhat am I, you may ask.","I drink red juice, go drunk, gain weight, fly to the sky then die. Who am I?"
pizza slice,[],"

I am a part of a delicious pie,
One slice of me and you'll want to sigh.
Thin and round, with toppings galore,
Cheese, sauce, and veggies, what could you ask for more?

I'm often served on a round board,
But I can also be eaten on a cardboard.
Fold me in half, and take a bite,
I promise you, it'll be love at first sight.

I can be found in every corner of the globe,
From Italy to America, I'm quite a probe.
With pepperonis, olives, or just plain cheese,
I'll make your taste buds go on","I can be found in every corner of the globe,From Italy to America, I'm quite a probe.Thin and round, with toppings galore,Cheese, sauce, and veggies, what could go wrong?",I'm a triangle. Inside of a circle. Inside of a square. What am I?
shadow,"['presence', 'being']","

I am always near, but never seen
A constant companion, yet not a being
I follow closely wherever you go
But never appear, until you have light to show
What am I, this silent follower?
A presence forever, your faithful shadow."," am always near, but never seenA constant companion, yet not a beingI follow closely wherever you goBut never follow you, until you have light to showWhat am I, this silent follower?A presence forever, your faithful shadow.","I am duplicate of you, but only lighter. What am I?"
paint,"['art', 'Art', 'an art', 'creative', 'be creative']","

I am the touch of color that breathes life into a canvas,
An art in itself, with hues so vast and boundless,
With strokes of imagination, I can turn the mundane into a masterpiece,
Truly creative, I am the essence of all art, can you guess what I am with ease?
"," am the touch of color that breathes life into a canvas,An art in itself, with hues so vast and boundless,With strokes of imagination, I can turn the mundane into a masterpiece,Truly creative, can you guess what I am?",I am a kind of coat that can only be put on when wet. What am I?
coins,"['a cabinet', 'a desk', 'a jar', 'a water fountain', 'images embossed on both sides', 'noisier than bills', 'numismatic value', 'small metal disks', 'the purse']","

In a cabinet or on a desk,
It's shiny and bright, not complex.
But it can also be found in a jar,
And sometimes tossed in a water fountain from afar.
What am I? Some might call me change,
But in this riddle, I go by a different name."," a cabinet or on a desk,It's shiny and bright, not complicated.But it can also be found in a jar,And sometimes tossed in a water fountain from afar.","I used to come from below,  A very long time ago!         now,  The Queen sits upon me,  But i am not a throne!  I can make you rich,  But not if Im alone!     What am I??????"
six pack,[],"
I keep things contained and tightly packed,
A builder's dream, a body's track,
My appearance is toned and lean,
But don't be fooled, I'm stronger than seen.

I'm made of layers, from top to bottom,
A structure of strength, not easily rotten,
But despite my structure of six,
I'm not made of bricks or any of those tricks.

I'm often found in the gym,
But not because I'm trying to slim,
I help support, I help protect,
A toned abdomen, my main effect.

What am I made of? Think quick,
I'm not a crate, I'm not","I'm often found in the gym, but not because I'm trying to slim,I help support, I help protect,A toned abdomen, my main effect. keep things contained and tightly packed,A builder's dream, a body's track,My appearance is toned and lean, but don't be fooled, I'm more than meets the eye.",Find me on body builders or in the drink aisle.  What am I?
